topic_id,axis,role,n_word_hits,n_label_hits,word_hits,label_hits,label,content_type,exclude_from_axes,is_noise,top_main_words
135,wedding_hea_control,positive_control,0,1,,vows,Waiting As Long As It Takes,scene,False,False,"wait,hurry,waiting,quick,waited,can,for,ll,are,we"
157,wedding_hea_control,positive_control,0,1,,vows,Swearing to Save Him From Himself,scene,False,False,"samantha,samara,sammi,good,optimism,jonathan,name,didn"
190,wedding_hea_control,positive_control,0,1,,groom,Offering to Get Someone Cleaned Up,scene,False,False,"clean,cleaning,cleaned,mess,up,cleaners,messes,freshen,ll,cleaner"
194,wedding_hea_control,positive_control,0,1,,vows,Promising to Keep A Secret,scene,False,False,"secret,secrets,keep,keeping,kept,reveal,secretive,dirty,secrecy,know"
291,wedding_hea_control,positive_control,0,1,,wife,Eyes Closed in Private Longing,scene,False,False,"closed,eyes,shut,his,briefly,closes,click,eyelids,squeezed,mumbled"
299,wedding_hea_control,positive_control,0,1,,always,Pledging to Have Your Back,scene,False,False,"dane,eoin,dan,would,alicia,seen,handle,time"
305,wedding_hea_control,positive_control,0,1,,forever,Confessing A Lifelong Regret,scene,False,False,"regret,regretted,regrets,regretting,regrettable,won,will,decision,promise,don"
311,wedding_hea_control,positive_control,0,1,,future,Promises About The Future,scene,False,False,"promise,promises,promised,keep,swear,make,can,anything,wouldn,you"
312,wedding_hea_control,positive_control,0,1,,always,Travis Brags Before The Rodeo,scene,False,False,"travis,lander,brooke,james,squeeze,semen,alana,octaves,ohh"
313,wedding_hea_control,positive_control,0,1,,vows,Racing to Break The Curse,subgenre_marker,False,False,"curse,cursed,silently,curses,blessing,cursing,break,giver,itself,under"
335,wedding_hea_control,positive_control,0,1,,wife,Killer Targets Someone Alone,scene,False,False,"mason,jacks,jimmy,marcy,inclined,classes,bisexuals,cultivating,whisp"
341,wedding_hea_control,positive_control,0,1,,future,Looking Forward to Future Parties,scene,False,False,"party,parties,partying,pooper,crème,crash,tonight,everyone,we"
349,wedding_hea_control,positive_control,0,1,,future,Promising to Share A Story,scene,False,False,"story,stories,storyteller,tell,tale,wrote,theme,write,include,arrange"
